feature_count,feature_names,angle_scale,angle_scale_value,c_value,quantum_state_size,train_validation_rows,cross_validation_splits,cv_accuracy,cv_stable_precision,cv_stable_recall,cv_stable_f1
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.7575,0.8027,0.6825,0.7376
8,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,256,800,4,0.7575,0.8027,0.6825,0.7376
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_si,pi,3.141593,2.0,16,800,4,0.7562,0.799,0.685,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,1.0,64,800,4,0.7537,0.7894,0.6925,0.7376
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,0.1,256,800,4,0.7462,0.7631,0.715,0.7376
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c,pi,3.141593,2.0,16,800,4,0.745,0.7593,0.7175,0.7376
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si,pi_over_2,1.570796,0.5,64,800,4,0.7425,0.7513,0.725,0.7376
8,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,5.0,256,800,4,0.74,0.7433,0.7325,0.7376
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7387,0.7401,0.7375,0.7376
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.7375,0.7367,0.74,0.7376
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si,pi,3.141593,0.1,64,800,4,0.7175,0.6911,0.7925,0.7376
6,scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,0.1,64,800,4,0.6938,0.6458,0.86,0.7376
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si,pi_over_2,1.570796,10.0,64,800,4,0.7488,0.771,0.7075,0.7375
4,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_si,pi_over_2,1.570796,5.0,16,800,4,0.7438,0.7541,0.7225,0.7375
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7438,0.7541,0.7225,0.7375
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si,pi_over_2,1.570796,2.0,64,800,4,0.7437,0.7566,0.72,0.7375
4,scaled_space_group_number; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,5.0,16,800,4,0.7412,0.7484,0.7275,0.7375
4,scaled_space_group_number; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.7412,0.7484,0.7275,0.7375
6,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn,pi,3.141593,5.0,64,800,4,0.7375,0.736,0.74,0.7375
6,scaled_space_group_number; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,pi_over_2,1.570796,1.0,64,800,4,0.71,0.6784,0.82,0.7375
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si,pi,3.141593,10.0,16,800,4,0.7463,0.7643,0.7125,0.7374
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,0.1,64,800,4,0.7,0.6576,0.84,0.7374
6,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,0.5,64,800,4,0.67,0.6133,0.925,0.7374
6,scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,0.5,64,800,4,0.67,0.6132,0.925,0.7374
6,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,10.0,64,800,4,0.67,0.6133,0.925,0.7374
6,scaled_band_gap; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.67,0.6133,0.925,0.7374
4,scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,2.0,16,800,4,0.75,0.7761,0.7025,0.7373
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7412,0.7462,0.73,0.7373
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,0.5,64,800,4,0.7388,0.7402,0.735,0.7373
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,0.1,64,800,4,0.6975,0.6548,0.845,0.7373
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,1.0,64,800,4,0.7412,0.7477,0.7275,0.7372
6,scaled_space_group_number; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.74,0.7447,0.73,0.7372
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn,pi_over_2,1.570796,0.5,16,800,4,0.7025,0.6651,0.8325,0.7372
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si,pi,3.141593,2.0,16,800,4,0.7525,0.7852,0.695,0.7371
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,pi,3.141593,2.0,16,800,4,0.7462,0.764,0.7125,0.7371
4,scaled_space_group_number; scaled_has_fe; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,2.0,16,800,4,0.745,0.761,0.715,0.7371
4,scaled_space_group_number; scaled_has_fe; scaled_has_c; scaled_has_s,pi_over_2,1.570796,5.0,16,800,4,0.74,0.745,0.73,0.7371
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.74,0.745,0.73,0.7371
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.735,0.7317,0.745,0.7371
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,2.0,64,800,4,0.7412,0.7476,0.7275,0.737
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,1.0,256,800,4,0.7363,0.7339,0.7425,0.737
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si,pi_over_2,1.570796,10.0,16,800,4,0.75,0.7765,0.7025,0.7369
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,10.0,256,800,4,0.7275,0.7138,0.7625,0.7369
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7238,0.71,0.77,0.7369
4,scaled_band_gap; scaled_has_fe; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.6638,0.6061,0.94,0.7369
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,0.1,256,800,4,0.7475,0.7703,0.7075,0.7368
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn,pi_over_2,1.570796,1.0,16,800,4,0.7088,0.6851,0.8075,0.7368
8,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,5.0,256,800,4,0.6962,0.6506,0.85,0.7368
4,scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si,pi,3.141593,0.5,16,800,4,0.6637,0.606,0.94,0.7368
4,scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si,pi,3.141593,1.0,16,800,4,0.6637,0.606,0.94,0.7368
4,scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si,pi,3.141593,10.0,16,800,4,0.6637,0.606,0.94,0.7368
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,pi,3.141593,10.0,16,800,4,0.7425,0.752,0.7225,0.7367
4,scaled_space_group_number; scaled_has_fe; scaled_has_c; scaled_has_s,pi_over_2,1.570796,2.0,16,800,4,0.7412,0.7495,0.725,0.7367
6,scaled_space_group_number; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7362,0.7379,0.74,0.7367
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7012,0.6624,0.8325,0.7367
6,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.6688,0.6123,0.925,0.7367
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si,pi,3.141593,0.1,16,800,4,0.745,0.7599,0.715,0.7366
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si,pi_over_2,1.570796,10.0,16,800,4,0.7425,0.7548,0.72,0.7366
6,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.74,0.7461,0.7275,0.7366
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_s,pi,3.141593,0.1,16,800,4,0.7488,0.7745,0.7025,0.7365
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_s,pi,3.141593,0.1,64,800,4,0.7425,0.7551,0.72,0.7365
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,10.0,64,800,4,0.7362,0.7359,0.7375,0.7365
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,pi,3.141593,0.5,16,800,4,0.7512,0.7837,0.695,0.7364
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,0.1,256,800,4,0.745,0.7597,0.7175,0.7364
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7438,0.7598,0.715,0.7364
6,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7425,0.7505,0.725,0.7364
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,0.5,64,800,4,0.7412,0.7511,0.7225,0.7364
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si,pi_over_2,1.570796,0.5,64,800,4,0.74,0.7459,0.7275,0.7363
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,0.1,64,800,4,0.7,0.6572,0.8375,0.7363
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c,pi,3.141593,2.0,16,800,4,0.7438,0.7568,0.7175,0.7362
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7437,0.7589,0.715,0.7362
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn,pi_over_2,1.570796,0.5,16,800,4,0.7425,0.755,0.72,0.7362
6,scaled_space_group_number; scaled_band_gap; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7388,0.7435,0.73,0.7362
4,scaled_space_group_number; scaled_has_fe; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.7387,0.7432,0.73,0.7362
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,10.0,256,800,4,0.7362,0.7354,0.7375,0.7362
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,1.0,64,800,4,0.7362,0.738,0.735,0.7362
6,scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.6688,0.6126,0.9225,0.7362
6,scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,2.0,64,800,4,0.6688,0.6126,0.9225,0.7362
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c,pi_over_2,1.570796,2.0,16,800,4,0.7537,0.7923,0.6875,0.7361
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,0.5,64,800,4,0.745,0.7624,0.7125,0.7361
4,scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,1.0,16,800,4,0.7425,0.7538,0.72,0.7361
6,scaled_space_group_number; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.7412,0.75,0.725,0.7361
4,scaled_space_group_number; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,2.0,16,800,4,0.7412,0.751,0.7225,0.7361
6,scaled_space_group_number; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,5.0,64,800,4,0.7288,0.7268,0.7575,0.7361
6,scaled_space_group_number; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,10.0,64,800,4,0.7288,0.7269,0.7575,0.7361
6,scaled_space_group_number; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7275,0.7247,0.76,0.7361
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.6975,0.657,0.84,0.7361
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si,pi,3.141593,0.1,64,800,4,0.6912,0.65,0.855,0.7361
4,scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,5.0,16,800,4,0.6725,0.6168,0.9125,0.7361
4,scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,10.0,16,800,4,0.6725,0.6168,0.9125,0.7361
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_s,pi,3.141593,0.1,64,800,4,0.74,0.748,0.725,0.736
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,0.1,256,800,4,0.7012,0.6617,0.83,0.736
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,0.5,64,800,4,0.74,0.7483,0.725,0.7359
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c,pi,3.141593,5.0,16,800,4,0.7375,0.7399,0.7325,0.7359
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,1.0,64,800,4,0.7312,0.7218,0.7525,0.7359
8,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,2.0,256,800,4,0.7275,0.7227,0.755,0.7359
6,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,5.0,64,800,4,0.6925,0.6467,0.855,0.7359
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_si; scaled_has_s,pi,3.141593,2.0,16,800,4,0.7463,0.7671,0.7075,0.7358
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.745,0.7641,0.71,0.7358
6,scaled_space_group_number; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.735,0.7365,0.74,0.7358
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,0.1,64,800,4,0.7288,0.7164,0.7575,0.7358
6,scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,0.1,64,800,4,0.6975,0.6532,0.8425,0.7358
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,1.0,256,800,4,0.7388,0.7429,0.73,0.7357
4,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_s,pi,3.141593,0.5,16,800,4,0.7538,0.7945,0.685,0.7355
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_si,pi_over_2,1.570796,10.0,16,800,4,0.7475,0.7719,0.7025,0.7355
4,scaled_space_group_number; scaled_has_fe; scaled_has_p; scaled_has_s,pi_over_2,1.570796,2.0,16,800,4,0.7412,0.7522,0.72,0.7355
4,scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,0.5,16,800,4,0.7362,0.7351,0.7375,0.7355
8,scaled_space_group_number; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,2.0,256,800,4,0.7275,0.7164,0.7625,0.7355
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,5.0,256,800,4,0.7225,0.704,0.7725,0.7355
6,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si,pi_over_2,1.570796,10.0,64,800,4,0.6912,0.6439,0.8575,0.7355
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,pi,3.141593,0.1,64,800,4,0.7438,0.7607,0.7125,0.7354
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe,pi_over_2,1.570796,2.0,16,800,4,0.7437,0.7608,0.7125,0.7354
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,0.1,64,800,4,0.7438,0.761,0.7125,0.7353
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_s,pi,3.141593,0.1,64,800,4,0.7375,0.7416,0.73,0.7353
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,0.5,64,800,4,0.7512,0.7881,0.69,0.7352
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c,pi_over_2,1.570796,1.0,64,800,4,0.7438,0.7605,0.7125,0.7352
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7425,0.7568,0.715,0.7352
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7388,0.7468,0.725,0.7352
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,10.0,256,800,4,0.7375,0.7412,0.73,0.7352
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,0.1,64,800,4,0.7438,0.7585,0.715,0.7351
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si,pi_over_2,1.570796,2.0,64,800,4,0.7425,0.7572,0.715,0.7351
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si,pi_over_2,1.570796,0.5,64,800,4,0.74,0.7496,0.7225,0.7351
6,scaled_space_group_number; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7362,0.7383,0.7325,0.7351
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,10.0,256,800,4,0.7275,0.714,0.76,0.7351
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7113,0.6813,0.805,0.7351
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn,pi_over_2,1.570796,0.1,64,800,4,0.71,0.691,0.7975,0.735
6,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,0.1,64,800,4,0.6688,0.6132,0.9175,0.735
4,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,0.5,16,800,4,0.7512,0.7873,0.69,0.7349
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7062,0.6804,0.81,0.7349
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si,pi,3.141593,2.0,16,800,4,0.7462,0.7688,0.705,0.7348
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.7388,0.7456,0.725,0.7348
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,2.0,64,800,4,0.7387,0.7434,0.7275,0.7348
6,scaled_space_group_number; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,2.0,64,800,4,0.7263,0.7215,0.76,0.7348
8,scaled_space_group_number; scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,5.0,256,800,4,0.7263,0.7123,0.76,0.7348
8,scaled_band_gap; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.6938,0.6486,0.8475,0.7348
4,scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,10.0,16,800,4,0.675,0.6209,0.9,0.7348
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.7362,0.7377,0.7325,0.7347
8,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,1.0,256,800,4,0.7213,0.7055,0.7775,0.7347
