feature_count,feature_names,angle_scale,angle_scale_value,c_value,quantum_state_size,train_validation_rows,cross_validation_splits,cv_accuracy,cv_stable_precision,cv_stable_recall,cv_stable_f1
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7938,0.7673,0.8425,0.8031
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si,pi,3.141593,10.0,64,800,4,0.8,0.7894,0.8175,0.803
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,pi,3.141593,5.0,64,800,4,0.7962,0.7764,0.8325,0.803
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,5.0,256,800,4,0.795,0.7754,0.835,0.803
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,pi_over_2,1.570796,10.0,64,800,4,0.7938,0.7674,0.8425,0.803
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7938,0.7674,0.8425,0.803
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,5.0,256,800,4,0.795,0.7737,0.835,0.8029
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn,pi,3.141593,10.0,64,800,4,0.7938,0.7674,0.8425,0.8029
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si,pi,3.141593,10.0,64,800,4,0.7938,0.7676,0.8425,0.8029
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7938,0.7691,0.84,0.8029
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,2.0,256,800,4,0.7938,0.7693,0.84,0.8029
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7925,0.7631,0.8475,0.8029
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.8038,0.8036,0.8025,0.8028
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7938,0.7691,0.84,0.8028
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c,pi,3.141593,5.0,64,800,4,0.7912,0.7608,0.85,0.8028
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,pi,3.141593,2.0,64,800,4,0.8,0.7891,0.8175,0.8027
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7938,0.7689,0.84,0.8027
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,pi_over_2,1.570796,10.0,16,800,4,0.7925,0.7646,0.845,0.8027
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7925,0.7646,0.845,0.8027
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7988,0.7861,0.82,0.8026
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,10.0,256,800,4,0.7988,0.7869,0.82,0.8026
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,10.0,256,800,4,0.7988,0.7897,0.8175,0.8026
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c,pi,3.141593,1.0,64,800,4,0.7938,0.7689,0.84,0.8026
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,pi,3.141593,10.0,16,800,4,0.7938,0.7685,0.84,0.8025
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn,pi,3.141593,5.0,64,800,4,0.7938,0.7686,0.84,0.8025
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,2.0,256,800,4,0.7938,0.7703,0.8375,0.8025
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si,pi_over_2,1.570796,5.0,256,800,4,0.795,0.7729,0.835,0.8024
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_s,pi,3.141593,10.0,16,800,4,0.795,0.7746,0.8325,0.8024
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn,pi,3.141593,0.5,16,800,4,0.7938,0.7707,0.8375,0.8024
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_c,pi_over_2,1.570796,5.0,16,800,4,0.7925,0.7661,0.8425,0.8024
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7925,0.7666,0.8425,0.8024
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c,pi,3.141593,10.0,16,800,4,0.7938,0.7702,0.8375,0.8023
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,2.0,64,800,4,0.7925,0.7665,0.8425,0.8022
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.7938,0.7699,0.8375,0.8021
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_c,pi,3.141593,5.0,16,800,4,0.7925,0.7681,0.84,0.8021
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si,pi,3.141593,5.0,64,800,4,0.7912,0.7619,0.8475,0.8021
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c,pi,3.141593,10.0,16,800,4,0.7975,0.7831,0.8225,0.802
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si,pi,3.141593,10.0,64,800,4,0.795,0.7741,0.8325,0.802
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.7925,0.7656,0.8425,0.802
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7925,0.7674,0.84,0.802
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c,pi,3.141593,2.0,64,800,4,0.7925,0.7708,0.8375,0.802
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,1.0,256,800,4,0.7925,0.7675,0.84,0.8019
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn,pi_over_2,1.570796,2.0,64,800,4,0.7938,0.7713,0.835,0.8018
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,pi,3.141593,0.5,64,800,4,0.7925,0.7654,0.8425,0.8018
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,pi_over_2,1.570796,5.0,16,800,4,0.7925,0.767,0.84,0.8018
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7925,0.7671,0.84,0.8018
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c,pi_over_2,1.570796,5.0,64,800,4,0.7925,0.7672,0.84,0.8018
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7925,0.7671,0.84,0.8018
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,1.0,256,800,4,0.795,0.7755,0.83,0.8017
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,pi,3.141593,2.0,64,800,4,0.7938,0.7713,0.835,0.8016
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,2.0,256,800,4,0.7925,0.7669,0.84,0.8016
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_c,pi,3.141593,1.0,16,800,4,0.7925,0.769,0.8375,0.8015
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_c,pi,3.141593,2.0,16,800,4,0.7925,0.7692,0.8375,0.8015
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn,pi,3.141593,2.0,64,800,4,0.7912,0.7627,0.845,0.8015
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7912,0.7647,0.8425,0.8015
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7938,0.7739,0.8325,0.8014
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c,pi,3.141593,0.5,64,800,4,0.7925,0.7684,0.8375,0.8014
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,5.0,256,800,4,0.7925,0.7684,0.8375,0.8013
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7925,0.7682,0.8375,0.8012
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,10.0,256,800,4,0.7925,0.7682,0.8375,0.8012
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,2.0,64,800,4,0.7925,0.7708,0.835,0.8012
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7925,0.7705,0.835,0.8012
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7925,0.7704,0.835,0.8011
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,256,800,4,0.7938,0.7746,0.83,0.801
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,1.0,256,800,4,0.7925,0.7699,0.835,0.801
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p,pi,3.141593,10.0,16,800,4,0.795,0.7769,0.8275,0.8009
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn,pi_over_2,1.570796,5.0,64,800,4,0.7938,0.774,0.83,0.8009
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,5.0,256,800,4,0.7938,0.775,0.83,0.8009
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,10.0,256,800,4,0.7912,0.7654,0.84,0.8009
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,2.0,256,800,4,0.7912,0.7653,0.84,0.8008
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,10.0,64,800,4,0.7912,0.7678,0.8375,0.8008
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,5.0,256,800,4,0.7925,0.7694,0.835,0.8007
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.7925,0.7693,0.835,0.8007
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p,pi_over_2,1.570796,10.0,16,800,4,0.7912,0.7652,0.84,0.8007
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c,pi_over_2,1.570796,10.0,64,800,4,0.7912,0.7653,0.84,0.8007
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,5.0,256,800,4,0.7912,0.7651,0.84,0.8007
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_si,pi,3.141593,2.0,64,800,4,0.79,0.7615,0.845,0.8007
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c,pi,3.141593,0.5,64,800,4,0.7925,0.7693,0.835,0.8006
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,1.0,256,800,4,0.7912,0.7653,0.84,0.8006
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.7912,0.7671,0.8375,0.8006
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.7975,0.7869,0.815,0.8005
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,pi,3.141593,0.5,64,800,4,0.7925,0.7693,0.835,0.8005
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,pi_over_2,1.570796,2.0,64,800,4,0.7925,0.7709,0.8325,0.8005
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,2.0,256,800,4,0.7925,0.771,0.8325,0.8004
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.79,0.7626,0.8425,0.8004
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,2.0,64,800,4,0.79,0.7627,0.8425,0.8004
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,1.0,64,800,4,0.7912,0.7669,0.8375,0.8003
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,pi,3.141593,1.0,16,800,4,0.79,0.7623,0.8425,0.8003
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn,pi,3.141593,0.5,64,800,4,0.79,0.7624,0.8425,0.8003
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,5.0,256,800,4,0.79,0.7626,0.8425,0.8003
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,pi,3.141593,5.0,64,800,4,0.7962,0.7822,0.82,0.8002
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si,pi,3.141593,2.0,64,800,4,0.7912,0.7664,0.8375,0.8002
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,5.0,64,800,4,0.79,0.7622,0.8425,0.8002
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7988,0.7913,0.81,0.8001
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c,pi_over_2,1.570796,2.0,64,800,4,0.79,0.764,0.84,0.8001
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c,pi_over_2,1.570796,2.0,64,800,4,0.7912,0.7682,0.835,0.8
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_s,pi,3.141593,5.0,64,800,4,0.79,0.7637,0.84,0.8
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.7912,0.7682,0.835,0.7999
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7912,0.7676,0.835,0.7998
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,256,800,4,0.7912,0.7676,0.835,0.7998
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,pi,3.141593,2.0,16,800,4,0.79,0.7634,0.84,0.7998
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7988,0.7926,0.8075,0.7997
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c,pi,3.141593,10.0,64,800,4,0.7938,0.7823,0.82,0.7997
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,256,800,4,0.7925,0.7718,0.83,0.7997
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c,pi,3.141593,5.0,64,800,4,0.7925,0.7784,0.825,0.7997
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,pi,3.141593,0.5,256,800,4,0.7912,0.7678,0.835,0.7997
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,pi,3.141593,5.0,16,800,4,0.79,0.7634,0.84,0.7997
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_s,pi,3.141593,1.0,64,800,4,0.79,0.7657,0.8375,0.7997
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn,pi,3.141593,10.0,64,800,4,0.7938,0.7778,0.825,0.7996
